Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
150,6/1/2023,CUST150,Female,58,Electronics,4,30,120
173,8/11/2023,CUST173,Male,64,Electronics,4,30,120
182,15/6/2023,CUST182,Male,62,Beauty,4,30,120
222,26/4/2023,CUST222,Male,51,Clothing,4,30,120
262,30/7/2023,CUST262,Female,32,Beauty,4,30,120
271,23/6/2023,CUST271,Female,62,Beauty,4,30,120
288,26/1/2023,CUST288,Male,28,Clothing,4,30,120
301,26/3/2023,CUST301,Male,30,Clothing,4,30,120
312,7/9/2023,CUST312,Male,41,Clothing,4,30,120
314,8/4/2023,CUST314,Male,52,Clothing,4,30,120
335,4/2/2023,CUST335,Female,47,Beauty,4,30,120
425,15/5/2023,CUST425,Female,55,Electronics,4,30,120
436,18/3/2023,CUST436,Female,57,Clothing,4,30,120
477,24/4/2023,CUST477,Male,43,Clothing,4,30,120
497,2/10/2023,CUST497,Male,41,Clothing,4,30,120
519,23/1/2023,CUST519,Female,36,Electronics,4,30,120
521,12/8/2023,CUST521,Female,47,Clothing,4,30,120
530,5/2/2023,CUST530,Female,18,Electronics,4,30,120
532,19/6/2023,CUST532,Female,64,Clothing,4,30,120
536,5/3/2023,CUST536,Female,55,Beauty,4,30,120
578,26/5/2023,CUST578,Female,54,Clothing,4,30,120
598,1/8/2023,CUST598,Male,37,Beauty,4,30,120
633,7/8/2023,CUST633,Male,39,Beauty,4,30,120
640,7/5/2023,CUST640,Female,51,Electronics,4,30,120
645,17/11/2023,CUST645,Female,35,Electronics,4,30,120
699,22/6/2023,CUST699,Female,37,Clothing,4,30,120
769,9/6/2023,CUST769,Female,31,Electronics,4,30,120
796,24/6/2023,CUST796,Male,43,Beauty,4,30,120
824,5/5/2023,CUST824,Male,63,Clothing,4,30,120
856,27/11/2023,CUST856,Male,54,Electronics,4,30,120
870,8/7/2023,CUST870,Female,46,Electronics,4,30,120
876,9/10/2023,CUST876,Male,43,Clothing,4,30,120
885,3/3/2023,CUST885,Female,52,Clothing,4,30,120
895,22/5/2023,CUST895,Female,55,Clothing,4,30,120
931,2/9/2023,CUST931,Male,30,Beauty,4,30,120
957,15/8/2023,CUST957,Female,60,Electronics,4,30,120
1000,12/4/2023,CUST1000,Male,47,Electronics,4,30,120
1,24/11/2023,CUST001,Male,34,Beauty,3,50,150
34,24/12/2023,CUST034,Female,51,Clothing,3,50,150
60,23/10/2023,CUST060,Male,30,Beauty,3,50,150
85,6/2/2023,CUST085,Male,31,Clothing,3,50,150
119,13/3/2023,CUST119,Female,60,Clothing,3,50,150
163,2/1/2023,CUST163,Female,64,Clothing,3,50,150
167,17/9/2023,CUST167,Female,43,Clothing,3,50,150
200,1/9/2023,CUST200,Male,27,Beauty,3,50,150
231,4/1/2023,CUST231,Female,23,Clothing,3,50,150
324,27/10/2023,CUST324,Female,52,Electronics,3,50,150
327,29/9/2023,CUST327,Male,57,Electronics,3,50,150
336,12/12/2023,CUST336,Female,52,Beauty,3,50,150
426,24/3/2023,CUST426,Male,23,Electronics,3,50,150
465,2/4/2023,CUST465,Female,43,Electronics,3,50,150
467,30/7/2023,CUST467,Female,53,Electronics,3,50,150
471,23/3/2023,CUST471,Male,32,Clothing,3,50,150
490,5/2/2023,CUST490,Male,34,Clothing,3,50,150
502,2/4/2023,CUST502,Male,43,Electronics,3,50,150
504,16/5/2023,CUST504,Female,38,Beauty,3,50,150
529,9/8/2023,CUST529,Female,35,Clothing,3,50,150
538,17/9/2023,CUST538,Male,18,Clothing,3,50,150
554,12/11/2023,CUST554,Female,46,Beauty,3,50,150
576,4/12/2023,CUST576,Female,33,Beauty,3,50,150
623,10/3/2023,CUST623,Male,34,Clothing,3,50,150
651,27/5/2023,CUST651,Male,51,Clothing,3,50,150
666,2/2/2023,CUST666,Male,51,Electronics,3,50,150
668,28/7/2023,CUST668,Female,62,Electronics,3,50,150
671,27/8/2023,CUST671,Male,62,Electronics,3,50,150
695,12/8/2023,CUST695,Female,22,Electronics,3,50,150
724,19/4/2023,CUST724,Male,61,Clothing,3,50,150
728,14/7/2023,CUST728,Male,51,Electronics,3,50,150
748,20/3/2023,CUST748,Male,25,Clothing,3,50,150
777,20/12/2023,CUST777,Male,48,Electronics,3,50,150
813,3/10/2023,CUST813,Male,52,Electronics,3,50,150
822,23/5/2023,CUST822,Female,52,Beauty,3,50,150
830,22/6/2023,CUST830,Female,64,Clothing,3,50,150
844,12/10/2023,CUST844,Male,35,Clothing,3,50,150
910,6/3/2023,CUST910,Female,20,Beauty,3,50,150
912,24/1/2023,CUST912,Male,51,Beauty,3,50,150
978,22/3/2023,CUST978,Female,53,Clothing,3,50,150
993,6/2/2023,CUST993,Female,48,Electronics,3,50,150
999,5/12/2023,CUST999,Female,36,Electronics,3,50,150
10,7/10/2023,CUST010,Female,52,Clothing,4,50,200
38,21/3/2023,CUST038,Male,38,Beauty,4,50,200
61,9/4/2023,CUST061,Male,21,Beauty,4,50,200
75,6/7/2023,CUST075,Male,61,Beauty,4,50,200
82,26/12/2023,CUST082,Female,32,Beauty,4,50,200
121,15/10/2023,CUST121,Female,28,Electronics,4,50,200
132,10/9/2023,CUST132,Male,42,Electronics,4,50,200
138,23/3/2023,CUST138,Male,49,Clothing,4,50,200
146,28/8/2023,CUST146,Male,38,Clothing,4,50,200
159,31/5/2023,CUST159,Male,26,Clothing,4,50,200
184,10/1/2023,CUST184,Male,31,Electronics,4,50,200
186,5/7/2023,CUST186,Male,20,Clothing,4,50,200
194,6/9/2023,CUST194,Male,55,Clothing,4,50,200
197,6/3/2023,CUST197,Female,42,Clothing,4,50,200
208,4/10/2023,CUST208,Female,34,Electronics,4,50,200
209,20/12/2023,CUST209,Female,30,Electronics,4,50,200
210,13/4/2023,CUST210,Male,37,Electronics,4,50,200
217,13/8/2023,CUST217,Female,35,Electronics,4,50,200
251,31/8/2023,CUST251,Female,57,Beauty,4,50,200
259,9/8/2023,CUST259,Female,45,Clothing,4,50,200
282,25/8/2023,CUST282,Female,64,Electronics,4,50,200
284,8/2/2023,CUST284,Male,43,Clothing,4,50,200
300,31/1/2023,CUST300,Female,19,Electronics,4,50,200
330,18/9/2023,CUST330,Female,25,Beauty,4,50,200
341,7/5/2023,CUST341,Male,31,Clothing,4,50,200
354,15/4/2023,CUST354,Female,49,Beauty,4,50,200
377,9/3/2023,CUST377,Female,46,Clothing,4,50,200
400,24/2/2023,CUST400,Male,53,Clothing,4,50,200
411,16/5/2023,CUST411,Male,62,Electronics,4,50,200
428,10/10/2023,CUST428,Female,40,Electronics,4,50,200
433,27/2/2023,CUST433,Male,29,Beauty,4,50,200
449,3/7/2023,CUST449,Male,25,Electronics,4,50,200
494,18/9/2023,CUST494,Female,42,Beauty,4,50,200
510,10/6/2023,CUST510,Female,39,Beauty,4,50,200
546,11/10/2023,CUST546,Female,36,Electronics,4,50,200
569,15/8/2023,CUST569,Male,52,Electronics,4,50,200
584,17/2/2023,CUST584,Female,27,Beauty,4,50,200
604,11/9/2023,CUST604,Female,29,Electronics,4,50,200
628,1/11/2023,CUST628,Female,19,Beauty,4,50,200
639,13/5/2023,CUST639,Female,62,Beauty,4,50,200
686,19/7/2023,CUST686,Female,28,Electronics,4,50,200
696,6/9/2023,CUST696,Female,50,Clothing,4,50,200
723,17/6/2023,CUST723,Female,54,Beauty,4,50,200
740,5/2/2023,CUST740,Female,25,Beauty,4,50,200
765,9/6/2023,CUST765,Male,43,Clothing,4,50,200
785,3/3/2023,CUST785,Female,31,Beauty,4,50,200
801,10/8/2023,CUST801,Male,21,Clothing,4,50,200
807,11/8/2023,CUST807,Female,50,Electronics,4,50,200
817,31/10/2023,CUST817,Male,30,Beauty,4,50,200
820,6/5/2023,CUST820,Male,49,Electronics,4,50,200
833,16/6/2023,CUST833,Male,42,Beauty,4,50,200
835,7/9/2023,CUST835,Male,37,Clothing,4,50,200
860,9/1/2023,CUST860,Male,63,Clothing,4,50,200
903,27/4/2023,CUST903,Female,51,Beauty,4,50,200
917,6/3/2023,CUST917,Female,57,Electronics,4,50,200
930,10/5/2023,CUST930,Male,54,Clothing,4,50,200
936,7/2/2023,CUST936,Male,57,Beauty,4,50,200
938,19/11/2023,CUST938,Male,49,Clothing,4,50,200
961,6/6/2023,CUST961,Male,53,Beauty,4,50,200
965,9/11/2023,CUST965,Male,22,Clothing,4,50,200
971,5/12/2023,CUST971,Female,27,Electronics,4,50,200
975,30/3/2023,CUST975,Female,56,Clothing,4,50,200
24,29/11/2023,CUST024,Female,49,Clothing,1,300,300
43,14/7/2023,CUST043,Female,48,Clothing,1,300,300
52,5/3/2023,CUST052,Female,36,Beauty,1,300,300
68,10/2/2023,CUST068,Male,25,Electronics,1,300,300
70,21/2/2023,CUST070,Female,43,Clothing,1,300,300
79,18/4/2023,CUST079,Male,34,Beauty,1,300,300
147,28/9/2023,CUST147,Male,23,Electronics,1,300,300
168,24/2/2023,CUST168,Male,53,Clothing,1,300,300
174,12/4/2023,CUST174,Female,39,Beauty,1,300,300
179,29/9/2023,CUST179,Male,31,Electronics,1,300,300
240,6/2/2023,CUST240,Female,23,Beauty,1,300,300
252,5/5/2023,CUST252,Male,54,Electronics,1,300,300
270,26/7/2023,CUST270,Male,43,Electronics,1,300,300
358,16/5/2023,CUST358,Female,32,Beauty,1,300,300
365,11/6/2023,CUST365,Male,31,Clothing,1,300,300
378,28/6/2023,CUST378,Male,50,Beauty,1,300,300
401,11/10/2023,CUST401,Female,62,Clothing,1,300,300
445,22/1/2023,CUST445,Female,53,Electronics,1,300,300
514,1/3/2023,CUST514,Female,18,Electronics,1,300,300
523,24/9/2023,CUST523,Female,62,Electronics,1,300,300
555,19/10/2023,CUST555,Male,25,Beauty,1,300,300
568,27/8/2023,CUST568,Female,51,Electronics,1,300,300
596,7/2/2023,CUST596,Female,64,Electronics,1,300,300
602,23/12/2023,CUST602,Female,20,Electronics,1,300,300
625,8/12/2023,CUST625,Male,31,Clothing,1,300,300
641,23/11/2023,CUST641,Female,40,Electronics,1,300,300
674,16/4/2023,CUST674,Female,38,Clothing,1,300,300
687,3/8/2023,CUST687,Female,53,Electronics,1,300,300
698,19/7/2023,CUST698,Female,64,Electronics,1,300,300
725,21/8/2023,CUST725,Male,61,Electronics,1,300,300
741,30/11/2023,CUST741,Male,48,Clothing,1,300,300
783,17/12/2023,CUST783,Female,56,Clothing,1,300,300
794,17/9/2023,CUST794,Female,60,Beauty,1,300,300
795,28/11/2023,CUST795,Male,57,Electronics,1,300,300
821,14/2/2023,CUST821,Male,49,Electronics,1,300,300
826,19/10/2023,CUST826,Female,46,Clothing,1,300,300
852,12/10/2023,CUST852,Female,41,Clothing,1,300,300
865,21/12/2023,CUST865,Female,42,Clothing,1,300,300
868,6/12/2023,CUST868,Female,25,Electronics,1,300,300
881,19/5/2023,CUST881,Male,22,Electronics,1,300,300
905,2/4/2023,CUST905,Male,58,Beauty,1,300,300
909,1/10/2023,CUST909,Male,26,Electronics,1,300,300
925,3/9/2023,CUST925,Male,25,Electronics,1,300,300
939,18/12/2023,CUST939,Female,46,Electronics,1,300,300
947,2/3/2023,CUST947,Male,50,Beauty,1,300,300
983,1/11/2023,CUST983,Female,29,Clothing,1,300,300
4,21/5/2023,CUST004,Male,37,Clothing,1,500,500
21,14/1/2023,CUST021,Female,50,Beauty,1,500,500
28,23/4/2023,CUST028,Female,43,Beauty,1,500,500
88,29/3/2023,CUST088,Male,56,Clothing,1,500,500
91,25/3/2023,CUST091,Female,55,Electronics,1,500,500
105,25/7/2023,CUST105,Female,22,Electronics,1,500,500
128,5/7/2023,CUST128,Male,25,Beauty,1,500,500
130,12/3/2023,CUST130,Female,57,Clothing,1,500,500
220,3/3/2023,CUST220,Male,64,Beauty,1,500,500
238,17/1/2023,CUST238,Female,39,Beauty,1,500,500
254,28/7/2023,CUST254,Male,41,Electronics,1,500,500
279,5/8/2023,CUST279,Male,50,Clothing,1,500,500
283,8/5/2023,CUST283,Female,18,Electronics,1,500,500
319,5/10/2023,CUST319,Male,31,Clothing,1,500,500
322,30/1/2023,CUST322,Male,51,Electronics,1,500,500
337,1/5/2023,CUST337,Male,38,Clothing,1,500,500
353,14/5/2023,CUST353,Male,31,Electronics,1,500,500
355,9/12/2023,CUST355,Female,55,Electronics,1,500,500
364,23/8/2023,CUST364,Female,19,Beauty,1,500,500
384,13/8/2023,CUST384,Male,55,Clothing,1,500,500
394,3/6/2023,CUST394,Female,27,Clothing,1,500,500
408,15/4/2023,CUST408,Female,64,Beauty,1,500,500
531,7/12/2023,CUST531,Male,31,Electronics,1,500,500
537,3/6/2023,CUST537,Female,21,Beauty,1,500,500
539,8/6/2023,CUST539,Male,25,Beauty,1,500,500
541,29/7/2023,CUST541,Male,56,Beauty,1,500,500
570,15/8/2023,CUST570,Male,49,Clothing,1,500,500
612,6/8/2023,CUST612,Female,61,Electronics,1,500,500
638,19/8/2023,CUST638,Male,46,Electronics,1,500,500
655,13/6/2023,CUST655,Female,55,Clothing,1,500,500
667,1/8/2023,CUST667,Female,29,Electronics,1,500,500
697,15/1/2023,CUST697,Male,53,Clothing,1,500,500
707,1/10/2023,CUST707,Female,26,Clothing,1,500,500
714,12/2/2023,CUST714,Female,18,Clothing,1,500,500
717,11/3/2023,CUST717,Male,57,Clothing,1,500,500
721,14/5/2023,CUST721,Female,52,Clothing,1,500,500
760,27/3/2023,CUST760,Male,27,Beauty,1,500,500
761,7/11/2023,CUST761,Female,33,Clothing,1,500,500
781,23/12/2023,CUST781,Male,35,Beauty,1,500,500
784,4/11/2023,CUST784,Female,34,Electronics,1,500,500
814,5/9/2023,CUST814,Female,59,Clothing,1,500,500
818,18/5/2023,CUST818,Male,30,Electronics,1,500,500
845,6/1/2023,CUST845,Male,54,Clothing,1,500,500
864,27/7/2023,CUST864,Female,51,Electronics,1,500,500
867,6/6/2023,CUST867,Male,21,Electronics,1,500,500
883,9/5/2023,CUST883,Male,40,Electronics,1,500,500
904,4/7/2023,CUST904,Male,28,Clothing,1,500,500
914,11/10/2023,CUST914,Female,59,Electronics,1,500,500
934,25/7/2023,CUST934,Male,30,Beauty,1,500,500
937,23/10/2023,CUST937,Female,62,Beauty,1,500,500
984,29/8/2023,CUST984,Male,56,Clothing,1,500,500
9,13/12/2023,CUST009,Male,63,Electronics,2,300,600
96,19/12/2023,CUST096,Female,44,Clothing,2,300,600
101,29/1/2023,CUST101,Male,32,Clothing,2,300,600
129,23/4/2023,CUST129,Female,21,Beauty,2,300,600
131,18/9/2023,CUST131,Female,21,Beauty,2,300,600
136,20/3/2023,CUST136,Male,44,Electronics,2,300,600
158,27/2/2023,CUST158,Female,44,Electronics,2,300,600
221,7/5/2023,CUST221,Male,39,Beauty,2,300,600
233,29/12/2023,CUST233,Female,51,Beauty,2,300,600
290,4/10/2023,CUST290,Female,30,Beauty,2,300,600
291,8/1/2023,CUST291,Male,60,Clothing,2,300,600
302,14/7/2023,CUST302,Male,57,Beauty,2,300,600
348,3/12/2023,CUST348,Female,35,Electronics,2,300,600
373,3/10/2023,CUST373,Female,25,Beauty,2,300,600
380,6/5/2023,CUST380,Male,56,Electronics,2,300,600
386,27/12/2023,CUST386,Female,54,Electronics,2,300,600
392,8/12/2023,CUST392,Male,27,Clothing,2,300,600
398,16/5/2023,CUST398,Female,48,Clothing,2,300,600
402,21/3/2023,CUST402,Female,41,Clothing,2,300,600
403,20/5/2023,CUST403,Male,32,Clothing,2,300,600
440,26/10/2023,CUST440,Male,64,Clothing,2,300,600
443,9/8/2023,CUST443,Male,29,Clothing,2,300,600
464,13/1/2023,CUST464,Male,38,Electronics,2,300,600
496,14/12/2023,CUST496,Male,23,Clothing,2,300,600
508,11/8/2023,CUST508,Male,58,Beauty,2,300,600
543,26/7/2023,CUST543,Male,49,Beauty,2,300,600
594,1/9/2023,CUST594,Female,19,Electronics,2,300,600
610,3/1/2023,CUST610,Female,26,Beauty,2,300,600
637,1/9/2023,CUST637,Male,43,Clothing,2,300,600
649,9/2/2023,CUST649,Female,58,Clothing,2,300,600
702,27/7/2023,CUST702,Female,60,Clothing,2,300,600
838,13/5/2023,CUST838,Male,47,Electronics,2,300,600
842,26/12/2023,CUST842,Female,47,Clothing,2,300,600
899,25/5/2023,CUST899,Male,26,Clothing,2,300,600
976,10/10/2023,CUST976,Female,48,Beauty,2,300,600
20,5/11/2023,CUST020,Male,22,Clothing,3,300,900
30,29/10/2023,CUST030,Female,39,Beauty,3,300,900
35,5/8/2023,CUST035,Female,58,Beauty,3,300,900
36,24/6/2023,CUST036,Male,52,Beauty,3,300,900
42,17/2/2023,CUST042,Male,22,Clothing,3,300,900
48,16/5/2023,CUST048,Male,54,Electronics,3,300,900
56,31/5/2023,CUST056,Female,26,Clothing,3,300,900
110,11/6/2023,CUST110,Male,27,Clothing,3,300,900
133,16/2/2023,CUST133,Male,20,Electronics,3,300,900
154,2/10/2023,CUST154,Male,51,Electronics,3,300,900
171,24/11/2023,CUST171,Female,52,Clothing,3,300,900
180,1/1/2023,CUST180,Male,41,Clothing,3,300,900
183,8/9/2023,CUST183,Female,43,Beauty,3,300,900
196,30/9/2023,CUST196,Female,32,Clothing,3,300,900
198,7/3/2023,CUST198,Female,54,Beauty,3,300,900
243,23/5/2023,CUST243,Female,47,Electronics,3,300,900
248,9/3/2023,CUST248,Male,26,Clothing,3,300,900
264,28/1/2023,CUST264,Male,47,Clothing,3,300,900
265,11/12/2023,CUST265,Male,55,Clothing,3,300,900
295,28/7/2023,CUST295,Female,27,Beauty,3,300,900
323,26/1/2023,CUST323,Female,29,Beauty,3,300,900
334,1/11/2023,CUST334,Male,31,Electronics,3,300,900
407,25/6/2023,CUST407,Female,46,Electronics,3,300,900
409,18/12/2023,CUST409,Female,21,Electronics,3,300,900
417,21/11/2023,CUST417,Male,43,Electronics,3,300,900
430,7/8/2023,CUST430,Female,43,Electronics,3,300,900
435,20/12/2023,CUST435,Female,30,Beauty,3,300,900
457,28/7/2023,CUST457,Female,58,Beauty,3,300,900
472,26/12/2023,CUST472,Female,38,Beauty,3,300,900
488,18/6/2023,CUST488,Female,51,Electronics,3,300,900
491,23/5/2023,CUST491,Female,60,Electronics,3,300,900
509,26/6/2023,CUST509,Female,37,Electronics,3,300,900
515,17/7/2023,CUST515,Female,49,Clothing,3,300,900
540,8/12/2023,CUST540,Female,46,Electronics,3,300,900
550,7/12/2023,CUST550,Male,40,Clothing,3,300,900
551,14/7/2023,CUST551,Male,45,Electronics,3,300,900
567,14/6/2023,CUST567,Female,25,Clothing,3,300,900
582,14/11/2023,CUST582,Male,35,Clothing,3,300,900
590,17/3/2023,CUST590,Male,36,Clothing,3,300,900
624,26/8/2023,CUST624,Female,34,Beauty,3,300,900
635,17/8/2023,CUST635,Female,63,Electronics,3,300,900
678,23/12/2023,CUST678,Female,60,Electronics,3,300,900
680,22/10/2023,CUST680,Female,53,Clothing,3,300,900
690,5/11/2023,CUST690,Female,52,Clothing,3,300,900
708,14/1/2023,CUST708,Female,43,Beauty,3,300,900
722,14/7/2023,CUST722,Male,20,Beauty,3,300,900
727,22/6/2023,CUST727,Male,55,Beauty,3,300,900
766,25/2/2023,CUST766,Male,38,Electronics,3,300,900
782,4/6/2023,CUST782,Male,59,Clothing,3,300,900
788,27/6/2023,CUST788,Female,52,Beauty,3,300,900
806,20/3/2023,CUST806,Female,35,Beauty,3,300,900
827,9/11/2023,CUST827,Male,61,Beauty,3,300,900
886,9/4/2023,CUST886,Male,37,Electronics,3,300,900
891,5/4/2023,CUST891,Male,41,Electronics,3,300,900
911,21/5/2023,CUST911,Male,42,Electronics,3,300,900
923,26/5/2023,CUST923,Male,32,Beauty,3,300,900
950,7/11/2023,CUST950,Male,36,Clothing,3,300,900
954,25/9/2023,CUST954,Female,50,Electronics,3,300,900
964,31/1/2023,CUST964,Male,24,Clothing,3,300,900
968,17/11/2023,CUST968,Female,48,Clothing,3,300,900
969,19/4/2023,CUST969,Female,40,Clothing,3,300,900
987,29/4/2023,CUST987,Female,30,Clothing,3,300,900
2,27/2/2023,CUST002,Female,26,Clothing,2,500,1000
26,7/10/2023,CUST026,Female,28,Electronics,2,500,1000
49,23/1/2023,CUST049,Female,54,Electronics,2,500,1000
94,19/5/2023,CUST094,Female,47,Beauty,2,500,1000
97,13/10/2023,CUST097,Female,51,Beauty,2,500,1000
104,11/6/2023,CUST104,Female,34,Beauty,2,500,1000
117,15/3/2023,CUST117,Male,19,Electronics,2,500,1000
137,18/11/2023,CUST137,Male,46,Beauty,2,500,1000
153,16/12/2023,CUST153,Male,63,Electronics,2,500,1000
161,22/3/2023,CUST161,Male,64,Beauty,2,500,1000
203,16/5/2023,CUST203,Male,56,Clothing,2,500,1000
235,31/1/2023,CUST235,Female,23,Electronics,2,500,1000
237,4/2/2023,CUST237,Female,50,Beauty,2,500,1000
256,18/2/2023,CUST256,Male,23,Clothing,2,500,1000
274,9/4/2023,CUST274,Female,23,Clothing,2,500,1000
275,8/4/2023,CUST275,Male,43,Clothing,2,500,1000
297,4/9/2023,CUST297,Female,40,Electronics,2,500,1000
299,25/7/2023,CUST299,Male,61,Electronics,2,500,1000
346,11/2/2023,CUST346,Male,59,Clothing,2,500,1000
352,11/6/2023,CUST352,Male,57,Electronics,2,500,1000
382,26/5/2023,CUST382,Female,53,Clothing,2,500,1000
393,11/10/2023,CUST393,Female,22,Beauty,2,500,1000
395,6/12/2023,CUST395,Male,50,Electronics,2,500,1000
404,25/5/2023,CUST404,Male,46,Electronics,2,500,1000
418,5/8/2023,CUST418,Female,60,Electronics,2,500,1000
432,5/1/2023,CUST432,Female,60,Electronics,2,500,1000
453,8/12/2023,CUST453,Female,26,Clothing,2,500,1000
461,25/3/2023,CUST461,Female,18,Beauty,2,500,1000
470,17/5/2023,CUST470,Female,57,Clothing,2,500,1000
534,10/6/2023,CUST534,Male,45,Clothing,2,500,1000
589,12/4/2023,CUST589,Female,36,Beauty,2,500,1000
600,22/10/2023,CUST600,Female,59,Beauty,2,500,1000
605,24/7/2023,CUST605,Male,37,Electronics,2,500,1000
621,4/3/2023,CUST621,Female,40,Beauty,2,500,1000
660,29/4/2023,CUST660,Female,38,Beauty,2,500,1000
662,22/12/2023,CUST662,Male,48,Beauty,2,500,1000
683,4/1/2023,CUST683,Male,38,Beauty,2,500,1000
684,30/6/2023,CUST684,Female,28,Clothing,2,500,1000
709,21/7/2023,CUST709,Female,19,Electronics,2,500,1000
732,11/2/2023,CUST732,Male,61,Electronics,2,500,1000
779,5/5/2023,CUST779,Female,56,Electronics,2,500,1000
816,12/8/2023,CUST816,Male,47,Beauty,2,500,1000
850,28/7/2023,CUST850,Female,26,Beauty,2,500,1000
853,4/5/2023,CUST853,Male,21,Beauty,2,500,1000
880,21/8/2023,CUST880,Male,22,Beauty,2,500,1000
966,20/2/2023,CUST966,Male,60,Electronics,2,500,1000
986,17/1/2023,CUST986,Female,49,Clothing,2,500,1000
990,25/5/2023,CUST990,Female,58,Beauty,2,500,1000
994,18/12/2023,CUST994,Female,51,Beauty,2,500,1000
31,23/5/2023,CUST031,Male,44,Electronics,4,300,1200
46,26/6/2023,CUST046,Female,20,Electronics,4,300,1200
58,13/11/2023,CUST058,Male,18,Clothing,4,300,1200
67,29/5/2023,CUST067,Female,48,Beauty,4,300,1200
99,17/12/2023,CUST099,Female,50,Electronics,4,300,1200
107,3/2/2023,CUST107,Female,21,Clothing,4,300,1200
142,2/2/2023,CUST142,Male,35,Electronics,4,300,1200
165,14/9/2023,CUST165,Female,60,Clothing,4,300,1200
181,3/11/2023,CUST181,Male,19,Electronics,4,300,1200
202,26/3/2023,CUST202,Female,34,Clothing,4,300,1200
292,17/2/2023,CUST292,Male,20,Beauty,4,300,1200
296,6/9/2023,CUST296,Female,22,Clothing,4,300,1200
298,20/4/2023,CUST298,Male,27,Beauty,4,300,1200
308,5/8/2023,CUST308,Female,34,Beauty,4,300,1200
320,1/2/2023,CUST320,Female,28,Electronics,4,300,1200
332,6/4/2023,CUST332,Male,58,Electronics,4,300,1200
333,5/2/2023,CUST333,Female,54,Electronics,4,300,1200
340,19/10/2023,CUST340,Female,36,Clothing,4,300,1200
361,10/12/2023,CUST361,Female,34,Electronics,4,300,1200
368,23/8/2023,CUST368,Female,56,Clothing,4,300,1200
405,6/11/2023,CUST405,Female,25,Clothing,4,300,1200
424,23/11/2023,CUST424,Male,57,Beauty,4,300,1200
431,15/10/2023,CUST431,Male,63,Electronics,4,300,1200
437,7/10/2023,CUST437,Female,35,Electronics,4,300,1200
441,10/10/2023,CUST441,Male,57,Beauty,4,300,1200
459,21/3/2023,CUST459,Male,28,Clothing,4,300,1200
462,1/4/2023,CUST462,Male,63,Electronics,4,300,1200
479,24/8/2023,CUST479,Male,52,Electronics,4,300,1200
481,6/6/2023,CUST481,Female,43,Electronics,4,300,1200
482,27/4/2023,CUST482,Female,28,Clothing,4,300,1200
484,13/1/2023,CUST484,Female,19,Clothing,4,300,1200
524,3/10/2023,CUST524,Male,46,Beauty,4,300,1200
553,31/3/2023,CUST553,Male,24,Clothing,4,300,1200
559,1/1/2023,CUST559,Female,40,Clothing,4,300,1200
587,8/6/2023,CUST587,Female,40,Beauty,4,300,1200
597,22/8/2023,CUST597,Male,22,Beauty,4,300,1200
614,1/4/2023,CUST614,Female,39,Beauty,4,300,1200
648,14/8/2023,CUST648,Male,53,Beauty,4,300,1200
663,20/3/2023,CUST663,Male,23,Clothing,4,300,1200
669,19/6/2023,CUST669,Male,24,Beauty,4,300,1200
682,2/9/2023,CUST682,Male,46,Beauty,4,300,1200
716,8/8/2023,CUST716,Female,60,Clothing,4,300,1200
726,17/6/2023,CUST726,Male,47,Clothing,4,300,1200
729,23/5/2023,CUST729,Male,29,Clothing,4,300,1200
756,27/8/2023,CUST756,Female,62,Electronics,4,300,1200
757,25/12/2023,CUST757,Female,43,Electronics,4,300,1200
800,24/2/2023,CUST800,Male,32,Clothing,4,300,1200
828,9/12/2023,CUST828,Female,33,Electronics,4,300,1200
839,24/6/2023,CUST839,Female,20,Electronics,4,300,1200
847,8/4/2023,CUST847,Female,18,Electronics,4,300,1200
862,31/5/2023,CUST862,Male,28,Electronics,4,300,1200
908,29/12/2023,CUST908,Male,46,Beauty,4,300,1200
928,5/4/2023,CUST928,Female,35,Clothing,4,300,1200
943,16/10/2023,CUST943,Female,57,Clothing,4,300,1200
13,5/8/2023,CUST013,Male,22,Electronics,3,500,1500
16,17/2/2023,CUST016,Male,19,Clothing,3,500,1500
47,6/11/2023,CUST047,Female,40,Beauty,3,500,1500
54,10/2/2023,CUST054,Female,38,Electronics,3,500,1500
78,1/7/2023,CUST078,Female,47,Clothing,3,500,1500
111,19/4/2023,CUST111,Female,34,Electronics,3,500,1500
112,2/12/2023,CUST112,Male,37,Clothing,3,500,1500
115,26/11/2023,CUST115,Male,51,Clothing,3,500,1500
144,15/7/2023,CUST144,Female,59,Beauty,3,500,1500
164,15/5/2023,CUST164,Female,47,Beauty,3,500,1500
169,17/11/2023,CUST169,Male,18,Beauty,3,500,1500
193,13/2/2023,CUST193,Male,35,Beauty,3,500,1500
199,4/12/2023,CUST199,Male,45,Beauty,3,500,1500
211,1/1/2024,CUST211,Male,42,Beauty,3,500,1500
212,9/6/2023,CUST212,Male,21,Clothing,3,500,1500
213,24/7/2023,CUST213,Male,27,Beauty,3,500,1500
215,29/11/2023,CUST215,Male,58,Clothing,3,500,1500
239,19/6/2023,CUST239,Male,38,Electronics,3,500,1500
280,4/4/2023,CUST280,Female,37,Clothing,3,500,1500
313,21/3/2023,CUST313,Female,55,Beauty,3,500,1500
356,10/6/2023,CUST356,Male,50,Electronics,3,500,1500
369,15/11/2023,CUST369,Male,23,Electronics,3,500,1500
